# Content: proteins
# Copyright: 2022, Ecole Polytechnique Federale de Lausanne.
# License: Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0)
# Version: Release 4 (07/30/2022)
uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
B6K9R8	B6K9R8_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_101350	TGVEG_316250,TGME49_316250	1	0	1	0	0	0	1	
V5BG06	V5BG06_TOXGO	Putative nucleic acid binding protein	Toxoplasma gondii	TGVEG_248677	TGVEG_248677	1	0	1	0	0	0	1	
S8F6X7	S8F6X7_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_243400	1	0	1	0	0	0	1	
B9Q294	B9Q294_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGVEG_220070	TGVEG_220070,TGME49_220070,TGGT1_220070	1	0	1	0	0	0	1	
B9PY33	B9PY33_TOXGO	Uncharacterized protein	Toxoplasma gondii	NA	TGRH88_018740,TgIa.1800	1	0	1	0	0	0	1	
V5B2V5	V5B2V5_TOXGO	Putative transmembrane protein	Toxoplasma gondii	TGVEG_221480	TGVEG_221480	1	0	1	0	0	0	1	
B6KA35	B6KA35_TOXGO	Nmda receptor glutamate-binding chain	Toxoplasma gondii	BN1205_093700	TGVEG_309560,TGME49_309560	1	0	1	0	0	0	1	
B9QHN4	B9QHN4_TOXGO	Putative transmembrane protein	Toxoplasma gondii	BN1205_054330	TGVEG_297400	1	0	1	0	0	0	1	
Q3LRU1	Q3LRU1_TOXGO	PhIL1 (Photosensitized INA-labeled protein PHIL1)	Toxoplasma gondii	PhIL1	TGRH88_071660,PhIL1	1	0	1	0	0	0	1	
B9PIK4	B9PIK4_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_097440	TGVEG_313380,TGME49_313380,TGGT1_313380	1	0	1	0	0	0	1	
B6KJJ4	B6KJJ4_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_024410	TGVEG_231160,TGME49_231160	1	0	1	0	0	0	1	
B9QJP2	B9QJP2_TOXGO	RNA polymerase-associated protein RTF1	Toxoplasma gondii	BN1205_103930	TGVEG_244210	1	0	1	0	0	0	1	
B9PQM0	B9PQM0_TOXGO	Multi-pass transmembrane protein	Toxoplasma gondii	BN1205_070580	TGVEG_219270,TGME49_219270,TGGT1_219270	1	0	1	0	0	0	1	
S7UTB2	S7UTB2_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_310420	TGVEG_310420,TGME49_310420,TGGT1_310420	1	0	1	0	0	0	1	
B9PY34	B9PY34_TOXGO	Uncharacterized protein	Toxoplasma gondii	NA	TGRH88_018750,TgIa.1790	1	0	1	0	0	0	1	
S8GK70	S8GK70_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_231930	1	0	1	0	0	0	1	
B9PGK8	B9PGK8_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_023380	TGVEG_232260,TGME49_232260,TGGT1_232260	1	0	1	0	0	0	1	
B9QL03	B9QL03_TOXGO	Putative myosin heavy chain	Toxoplasma gondii	BN1205_040020	TGVEG_208370	1	0	1	0	0	0	1	
S7VR58	S7VR58_TOXGO	WD domain, G-beta repeat-containing protein	Toxoplasma gondii	TGGT1_294250	TGVEG_294250,TGME49_294250,TGGT1_294250	1	0	1	0	0	0	1	
B6KEJ0	B6KEJ0_TOXGO	ATP synthase, putative (Putative ATP synthase)	Toxoplasma gondii	TGVEG_226000	TGVEG_226000,TGME49_226000,TGGT1_226000	1	0	1	0	0	0	1	
B9PL40	B9PL40_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_076000	TGGT1_258470,TGME49_258470,TGVEG_258470	1	0	1	0	0	0	1	
V4ZK82	V4ZK82_TOXGO	Putative LITAF-like protein	Toxoplasma gondii	TGVEG_246220	TGVEG_246220	1	0	1	0	0	0	1	
B9Q2S3	B9Q2S3_TOXGO	Putative syntaxin 6 protein (Syntaxin 6, n-terminal protein)	Toxoplasma gondii	BN1205_007550	TGVEG_300240,TGGT1_300240	1	0	1	0	0	0	1	
S7V3T7	S7V3T7_TOXGO	Heat shock protein (Heat shock protein HSP20)	Toxoplasma gondii	TGGT1_324600	TGVEG_324600,TGME49_232940,TGGT1_324600,HSP20	1	0	1	0	0	0	1	
S7WES0	S7WES0_TOXGO	Rab1 protein	Toxoplasma gondii	TGGT1_258130	TGVEG_258130,TGME49_258130,TGGT1_258130	1	0	1	0	0	0	1	
B9QFL1	B9QFL1_TOXGO	Putative transmembrane protein	Toxoplasma gondii	BN1205_045810	TGVEG_203600	1	0	1	0	0	0	1	
B6KHV0	B6KHV0_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_000510	TGVEG_251840,TGME49_251840	1	0	1	0	0	0	1	
B6KJZ0	B6KJZ0_TOXGO	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein (EC 3.1.4.17)	Toxoplasma gondii	BN1205_022610	TGVEG_233040,TGME49_233040	1	0	1	0	0	0	1	
B9PK14	B9PK14_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_095600	TGVEG_311480,TGME49_311480,TGGT1_311480	1	0	1	0	0	0	1	
B6K8J7	B6K8J7_TOXGO	Protein tyrosine phosphatase family protein, ptpla protein	Toxoplasma gondii	BN1205_095400	TGVEG_311290,TGME49_311290,TGGT1_311290	1	0	1	0	0	0	1	
B9Q055	B9Q055_TOXGO	Elongation of fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	Toxoplasma gondii	BN1205_044040	TGVEG_205350,TGME49_205350,TGGT1_205350	1	0	1	0	0	0	1	
B9QLT4	B9QLT4_TOXGO	Putative F-actin-capping protein subunit beta	Toxoplasma gondii	BN1205_070560	TGVEG_219290	1	0	1	0	0	0	1	
S8F3U7	S8F3U7_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_243390	2	0	2	0	0	0	2	
B6KJD0	B6KJD0_TOXGO	Sarco/endoplasmic reticulum Ca2+-ATPase (EC 3.6.3.8)	Toxoplasma gondii	BN1205_025160	TGVEG_230420,TGME49_230420	1	0	1	0	0	0	1	
Q27375	Q27375_TOXGO	Hypoxanthine phosphoribosyltransferase	Toxoplasma gondii	NA	TGRH88_083160	1	0	1	0	0	0	1	
B6KA39	B6KA39_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_093740	TGVEG_309600,TGME49_309600	1	0	1	0	0	0	1	
B6KJB9	B6KJB9_TOXGO	Alveolin domain containing intermediate filament IMC10	Toxoplasma gondii	BN1205_025290	TGVEG_230210,TGME49_230210,ALV12	1	0	1	0	0	0	1	
B9QQH3	B9QQH3_TOXGO	SAG-related sequence SRS49B	Toxoplasma gondii	BN1205_036820	TGVEG_207140	1	0	1	0	0	0	1	
B9Q8A9	B9Q8A9_TOXGO	Rhoptry kinase family protein ROP11 (Incomplete catalytic triad)	Toxoplasma gondii	BN1205_068600	TGVEG_227810	1	0	1	0	0	0	1	
B9QF24	B9QF24_TOXGO	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	Toxoplasma gondii	BN1205_043130	TGVEG_206470	1	0	1	0	0	0	1	
V4ZGE3	V4ZGE3_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_003050	TGVEG_248740	1	0	1	0	0	0	1	
B9PPA5	B9PPA5_TOXGO	Membrane protein	Toxoplasma gondii	BN1205_102930	TGVEG_242840,TGME49_242840,TGGT1_242840	1	0	1	0	0	0	1	
S7UEM2	S7UEM2_TOXGO	Putative 2-oxoglutarate dehydrogenase e1 component, mitochondrial (EC 1.2.4.2)	Toxoplasma gondii	TGGT1_244200	TGVEG_244200,TGGT1_244200	1	0	1	0	0	0	1	
B6KAN6	B6KAN6_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_078940	TGVEG_255420,TGME49_255420	1	0	1	0	0	0	1	
B9PRA3	B9PRA3_TOXGO	GAP40 protein (Gliding-associated protein 40)	Toxoplasma gondii	BN1205_001980	TGVEG_249850,TGME49_249850,TGGT1_249850,GAP40	1	0	1	0	0	0	1	
B9PJM1	B9PJM1_TOXGO	Adenylyl cyclase-associated protein	Toxoplasma gondii	BN1205_094110	TGVEG_310030,TGME49_310030,TGGT1_310030	1	0	1	0	0	0	1	
S7V393	S7V393_TOXGO	Ribosomal protein RPL28 (Fragment)	Toxoplasma gondii	TGGT1_229250A	TGVEG_229250A,TGGT1_229250A	1	0	1	0	0	0	1	
S8GC70	S8GC70_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_313070	1	0	1	0	0	0	1	
V5BCB9	V5BCB9_TOXGO	Putative autoantigen, coiled-coil vesicle tethering subfamily A protein 1	Toxoplasma gondii	TGVEG_203330	TGVEG_203330	1	0	1	0	0	0	1	
B6KAA0	B6KAA0_TOXGO	Calreticulin family protein	Toxoplasma gondii	BN1205_094400	TGVEG_310320,TGME49_310320	1	0	1	0	0	0	1	
B9PLQ5	B9PLQ5_TOXGO	Cg8 family protein	Toxoplasma gondii	BN1205_072080	TGGT1_262640,TGME49_262640,TGVEG_262640	1	0	1	0	0	0	1	
S7V3X0	S7V3X0_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_271090	TGGT1_271090,TGVEG_271090	1	0	1	0	0	0	1	
B6KH70	B6KH70_TOXGO	Putative ubiquitin (Ubiquitin, putative)	Toxoplasma gondii	BN1205_003330	TGVEG_248460,TGME49_248460,TGGT1_248460	1	0	1	0	0	0	1	
V4Z377	V4Z377_TOXGO	Ribosomal protein L15 protein	Toxoplasma gondii	BN1205_087240	TGVEG_220300	1	0	1	0	0	0	1	
B9QGN3	B9QGN3_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_031940	TGVEG_283510	1	0	1	0	0	0	1	
S7WDB4	S7WDB4_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_271000	TGVEG_271000,TGGT1_271000	1	0	1	0	0	0	1	
B9PW09	B9PW09_TOXGO	Defective in cullin neddylation protein	Toxoplasma gondii	BN1205_060800	TGVEG_236530,TGME49_236530,TGGT1_236530	1	0	1	0	0	0	1	
B9QEY3	B9QEY3_TOXGO	Signal recognition particle receptor beta subunit protein	Toxoplasma gondii	BN1205_081830	TGVEG_264440,TGGT1_264440	1	0	1	0	0	0	1	
B9PXW3	B9PXW3_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_038860	TGVEG_209720,TGME49_209720,TGGT1_209720	1	0	1	0	0	0	1	
B6KRB8	B6KRB8_TOXGO	DNA-directed RNA polymerase (EC 2.7.7.6)	Toxoplasma gondii	BN1205_107750	TGVEG_306290,TGME49_306290,POLR3A	1	0	1	0	0	0	1	
V5BMS8	V5BMS8_TOXGO	Glyceraldehyde-3-phosphate dehydrogenase GAPDH2 (EC 1.2.1.12)	Toxoplasma gondii	BN1205_016300	TGVEG_269190	1	0	1	0	0	0	1	
B9QHU5	B9QHU5_TOXGO	Putative activator of hsp90 ATPase	Toxoplasma gondii	BN1205_008760	TGVEG_210800	1	0	1	0	0	0	1	
B9PIE6	B9PIE6_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_020040	TGVEG_272520,TGGT1_272520	1	0	1	0	0	0	1	
Q9BMY7	Q9BMY7_TOXGO	cAMP-dependent protein kinase regulatory subunit	Toxoplasma gondii	NA	TGRH88_029860	1	0	1	0	0	0	1	
B9PQ50	B9PQ50_TOXGO	Mitotic checkpoint protein, BUB3 family protein	Toxoplasma gondii	BN1205_006410	TGVEG_245470,TGME49_245470,TGGT1_245470	1	0	1	0	0	0	1	
B6K9S7	B6K9S7_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_101440	TGVEG_316340,TGME49_316340	1	0	1	0	0	0	1	
Q3HLX0	Q3HLX0_TOXGO	Mitochondrial alternative NADH dehydrogenase 1	Toxoplasma gondii	ndh2-I	ndh2-I	1	0	1	0	0	0	1	
B9QG70	B9QG70_TOXGO	Putative lysophospholipase	Toxoplasma gondii	BN1205_033790	TGVEG_286580	1	0	1	0	0	0	1	
S8FF78	S8FF78_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_207400	1	0	1	0	0	0	1	
V4YSL1	V4YSL1_TOXGO	SNARE protein	Toxoplasma gondii	BN1205_030380	TGVEG_215420	1	0	1	0	0	0	1	
B9PYX4	B9PYX4_TOXGO	Phosphoglycerate mutase	Toxoplasma gondii	BN1205_053330	TGVEG_222910,TGGT1_222910	1	0	1	0	0	0	1	
S7W3E0	S7W3E0_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_213069	TGVEG_213069,TGGT1_213069	1	0	1	0	0	0	1	
S7UH78	S7UH78_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_356780	TGVEG_356780,TGGT1_356780	1	0	1	0	0	0	1	
S7UHB7	S7UHB7_TOXGO	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Toxoplasma gondii	TGGT1_266640	TGVEG_266640,TGME49_266640,TGGT1_266640	1	0	1	0	0	0	1	
Q9TVQ1	Q9TVQ1_TOXGO	Adenosine transporter (Nucleoside transporter protein) (Putative adenosine transporter)	Toxoplasma gondii	TgAT	TGRH88_028050,TgAT	1	0	1	0	0	0	1	
B9Q8C4	B9Q8C4_TOXGO	Histone family DNA-binding protein	Toxoplasma gondii	BN1205_068750	TGVEG_227970	1	0	1	0	0	0	1	
V4Z0W4	V4Z0W4_TOXGO	Poly(A) polymerase, Cid1 family protein	Toxoplasma gondii	TGVEG_290585	TGVEG_290585	1	0	1	0	0	0	1	
B9Q154	B9Q154_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_053950	TGVEG_297130,TGME49_297130,TGGT1_297130	1	0	1	0	0	0	1	
B6KGM6	B6KGM6_TOXGO	Phosphatidylinositol-4-phosphate 5-kinase, putative (EC 2.1.1.43) (Putative phosphatidylinositol-4-phosphate 5-kinase) (EC 2.1.1.43)	Toxoplasma gondii	BN1205_006190	TGVEG_245710,TGME49_245710,TGGT1_245710	1	0	1	0	0	0	1	
S7W4N5	S7W4N5_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_288590	TGGT1_288590,TGVEG_288590	1	0	1	0	0	0	1	
S8F787	S8F787_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_258870	1	0	1	0	0	0	1	
B9PLF1	B9PLF1_TOXGO	TB2/DP1, HVA22 family protein	Toxoplasma gondii	BN1205_077410	TGVEG_257040,TGME49_257040,TGGT1_257040	1	0	1	0	0	0	1	
V5BMZ5	V5BMZ5_TOXGO	RING-type zinc-finger, LisH dimerization motif protein	Toxoplasma gondii	TGVEG_268360	TGVEG_268360	1	0	1	0	0	0	1	
S7W0J1	S7W0J1_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_362290	TGVEG_362290,TGGT1_362290	1	0	1	0	0	0	1	
B9QGZ2	B9QGZ2_TOXGO	Peptidyl-prolyl cis-trans isomerase	Toxoplasma gondii	BN1205_033240	TGVEG_285850	1	0	1	0	0	0	1	
B6KRB7	B6KRB7_TOXGO	Mediator complex subunit MED7	Toxoplasma gondii	BN1205_107740	TGVEG_306280,TGME49_306280,TGGT1_306280,MED7	1	0	1	0	0	0	1	
S7VN60	S7VN60_TOXGO	SAG-related sequence SRS33	Toxoplasma gondii	TGGT1_243790	TGVEG_243790,TGME49_243790,TGGT1_243790,SRS33	1	0	1	0	0	0	1	
B6KPB2	B6KPB2_TOXGO	Cytochrome c oxidase subunit, putative (Putative cytochrome c oxidase subunit)	Toxoplasma gondii	BN1205_039200	TGVEG_209260,TGME49_209260	1	0	1	0	0	0	1	
S7UKE9	S7UKE9_TOXGO	MSP (Major sperm protein) domain-containing protein	Toxoplasma gondii	TGGT1_318160	TGVEG_318160,TGME49_318160,TGGT1_318160	1	0	1	0	0	0	1	
B9PHG6	B9PHG6_TOXGO	FFD and TFG box motifs protein	Toxoplasma gondii	BN1205_016880	TGVEG_269650,TGME49_269650,TGGT1_269650	1	0	1	0	0	0	1	
B9PN38	B9PN38_TOXGO	Eukaryotic initiation factor-3, subunit 5, putative (Putative eukaryotic initiation factor-3, subunit 5)	Toxoplasma gondii	BN1205_068970	TGVEG_228190,TGME49_228190,TGGT1_228190	1	0	1	0	0	0	1	
B9PT26	B9PT26_TOXGO	PRP38 family protein	Toxoplasma gondii	TGVEG_285230	TGVEG_285230,TGME49_285230,TGGT1_285230	1	0	1	0	0	0	1	
B6K996	B6K996_TOXGO	Tetratricopeptide repeat-containing protein	Toxoplasma gondii	BN1205_099250	TGVEG_314100,TGME49_314100	1	0	1	0	0	0	1	
B6KGU8	B6KGU8_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_004970	TGVEG_246940,TGME49_246940	1	0	1	0	0	0	1	
V4Z806	V4Z806_TOXGO	Rhomboid protease ROM4 (EC 3.4.21.105)	Toxoplasma gondii	TGVEG_268590	TGVEG_268590	1	0	1	0	0	0	1	
S8F0K5	S8F0K5_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_224960	1	0	1	0	0	0	1	
B9PHN7	B9PHN7_TOXGO	Preprotein translocase Sec61, putative (Putative preprotein translocase Sec61)	Toxoplasma gondii	BN1205_017200	TGVEG_269980,TGME49_269980,TGGT1_269980	1	0	1	0	0	0	1	
V4ZU38	V4ZU38_TOXGO	Uncharacterized protein (Fragment)	Toxoplasma gondii	TGVEG_229030B	TGVEG_229030B	1	0	1	0	0	0	1	
B6KP86	B6KP86_TOXGO	DExH-box splicing factor-binding site protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_039470	TGVEG_208990,TGME49_208990	1	0	1	0	0	0	1	
B6KB96	B6KB96_TOXGO	Rhoptry protein ROP6	Toxoplasma gondii	BN1205_075810	TGVEG_258660,TGME49_258660,ROP6	1	0	1	0	0	0	1	
B9QE17	B9QE17_TOXGO	Strictosidine synthase subfamily protein (EC 4.3.3.2)	Toxoplasma gondii	BN1205_083340	TGVEG_289580	1	0	1	0	0	0	1	
B6KID3	B6KID3_TOXGO	Putative translation elongation factor 2 family protein	Toxoplasma gondii	BN1205_043820	TGVEG_205470,TGGT1_205470	1	0	1	0	0	0	1	
V4ZC01	V4ZC01_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGVEG_228320	TGVEG_228320	1	0	1	0	0	0	1	
B9Q7I4	B9Q7I4_TOXGO	Putative aminopeptidase N (EC 3.4.11.2)	Toxoplasma gondii	TGVEG_224350	TGVEG_224350	1	0	1	0	0	0	1	
B6K9X9	B6K9X9_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_092960	TGVEG_308860,TGME49_308860	1	0	1	0	0	0	1	
B9QIC4	B9QIC4_TOXGO	CDK-activating kinase assembly factor MAT1 protein	Toxoplasma gondii	BN1205_011160	TGVEG_320070	1	0	1	0	0	0	1	
B9PLW7	B9PLW7_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_064010	TGVEG_223560,TGGT1_223560	1	0	1	0	0	0	1	
S8G6Z4	S8G6Z4_TOXGM	Uncharacterized protein	Toxoplasma gondii	NA	TGME49_306650	2	0	2	0	0	0	2	
B6K906	B6K906_TOXGO	Rab18/RabC-family small GTPase	Toxoplasma gondii	BN1205_097220	TGVEG_313190,TGME49_313190	1	0	1	0	0	0	1	
B9PJQ2	B9PJQ2_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_094440	TGGT1_310360,TGME49_310360,TGVEG_310360	1	0	1	0	0	0	1	
S7VZ61	S7VZ61_TOXGO	TB2/DP1, HVA22 family protein	Toxoplasma gondii	TGGT1_211710	TGGT1_211710,TGME49_211710,TGVEG_211710	1	0	1	0	0	0	1	
V4YQR7	V4YQR7_TOXGO	Putative dihydrolipoamide acyltransferase (EC 2.3.1.61) (Fragment)	Toxoplasma gondii	TGVEG_285680	TGVEG_285680	1	0	1	0	0	0	1	
B9QFN2	B9QFN2_TOXGO	Putative transmembrane protein	Toxoplasma gondii	BN1205_046020	TGVEG_203400	1	0	1	0	0	0	1	
B9PT27	B9PT27_TOXGO	3-oxo-5-alpha-steroid 4-dehydrogenase (EC 1.3.1.38)	Toxoplasma gondii	TGVEG_285240	TGVEG_285240,TGGT1_285240	1	0	1	0	0	0	1	
B6KA45	B6KA45_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_093810	TGVEG_309760,TGME49_309760	1	0	1	0	0	0	1	
B9PZC9	B9PZC9_TOXGO	RNA recognition motif-containing protein	Toxoplasma gondii	BN1205_107270	TGVEG_305850,TGME49_305850,TGGT1_305850	1	0	1	0	0	0	1	
Q9GSG5	Q9GSG5_TOXGO	Peroxiredoxin (Putative alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen)	Toxoplasma gondii	Prx	TGRH88_059900,Prx	1	0	1	0	0	0	1	
B9PMU8	B9PMU8_TOXGO	Translation initiation factor eIF3 subunit (Uncharacterized protein)	Toxoplasma gondii	BN1205_068000	TGVEG_226980,TGGT1_226980	1	0	1	0	0	0	1	
B9Q7W0	B9Q7W0_TOXGO	Putative transmembrane protein	Toxoplasma gondii	BN1205_066810	TGVEG_225820	1	0	1	0	0	0	1	
S8EUF7	S8EUF7_TOXGM	Ku70/Ku80 beta-barrel domain-containing protein	Toxoplasma gondii	NA	TGME49_312510	1	0	1	0	0	0	1	
B9QQA2	B9QQA2_TOXGO	SNARE domain-containing protein	Toxoplasma gondii	BN1205_007490	TGVEG_300290	1	0	1	0	0	0	1	
B9QLS6	B9QLS6_TOXGO	Diphthamide biosynthesis protein 2	Toxoplasma gondii	BN1205_070480	TGVEG_219460	1	0	1	0	0	0	1	
B9QMZ2	B9QMZ2_TOXGO	Rhoptry protein ROP8	Toxoplasma gondii	BN1205_030050	TGVEG_215775	1	0	1	0	0	0	1	
B9PPK8	B9PPK8_TOXGO	Acyltransferase domain-containing protein (EC 2.3.1.51)	Toxoplasma gondii	BN1205_090430	TGVEG_240860,TGME49_240860,TGGT1_240860	1	0	1	0	0	0	1	
B9PYT6	B9PYT6_TOXGO	Alveolin domain containing intermediate filament IMC7	Toxoplasma gondii	BN1205_052950	TGVEG_222220,TGGT1_222220	1	0	1	0	0	0	1	
S7WEL7	S7WEL7_TOXGO	40S ribosomal protein S21	Toxoplasma gondii	TGGT1_259240	TGVEG_259240,TGME49_259240,TGGT1_259240,RPS21	1	0	1	0	0	0	1	
Q8MUM2	Q8MUM2_TOXGO	Facilitative glucose transporter (Facilitative glucose transporter GT1)	Toxoplasma gondii	gt1	TGRH88_040180,gt1	1	0	1	0	0	0	1	
B6KPH1	B6KPH1_TOXGO	Putative thioredoxin (Thioredoxin, putative)	Toxoplasma gondii	BN1205_038570	TGVEG_209950,TGME49_209950	1	0	1	0	0	0	1	
B9PQY9	B9PQY9_TOXGO	SNARE domain-containing protein	Toxoplasma gondii	BN1205_003950	TGVEG_247930,TGME49_247930,TGGT1_247930	1	0	1	0	0	0	1	
B6KA68	B6KA68_TOXGO	Membrane protein, putative (Putative membrane protein)	Toxoplasma gondii	BN1205_094070	TGVEG_310000,TGME49_310000	1	0	1	0	0	0	1	
B9QE60	B9QE60_TOXGO	Putative transmembrane protein	Toxoplasma gondii	BN1205_083770	TGVEG_290030	1	0	1	0	0	0	1	
B9PJE6	B9PJE6_TOXGO	IMC sub-compartment protein ISP3 (Inner membrane complex sub-compartment protein 3)	Toxoplasma gondii	BN1205_101640	TGVEG_316540,TGME49_316540,TGGT1_316540,ISP3	1	0	1	0	0	0	1	
B9Q0J5	B9Q0J5_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	BN1205_038120	TGVEG_216180,TGME49_216180,TGGT1_216180	1	0	1	0	0	0	1	
B9QM22	B9QM22_TOXGO	Glycerol-3-phosphate dehydrogenase (Uncharacterized protein)	Toxoplasma gondii	BN1205_106180	TGVEG_304870,TGME49_304870	1	0	1	0	0	0	1	
B9Q0Q9	B9Q0Q9_TOXGO	Eukaryotic porin protein	Toxoplasma gondii	BN1205_049600	TGVEG_263300,TGME49_263300,TGGT1_263300	1	0	1	0	0	0	1	
S7UTP1	S7UTP1_TOXGO	EF hand domain-containing protein	Toxoplasma gondii	TGGT1_280480	TGVEG_280480,TGME49_280480,TGGT1_280480	1	0	1	0	0	0	1	
B6KS88	B6KS88_TOXGO	RuvB family 1 protein	Toxoplasma gondii	BN1205_070360	TGVEG_219590,TGME49_219590	1	0	1	0	0	0	1	
B9PYL9	B9PYL9_TOXGO	Uncharacterized protein	Toxoplasma gondii	BN1205_052180	TGVEG_221510,TGME49_221510,TGGT1_221510	1	0	1	0	0	0	1	
B9PL62	B9PL62_TOXGO	Proteasome subunit alpha type (EC 3.4.25.1)	Toxoplasma gondii	BN1205_076410	TGGT1_258150,TGME49_258150,TGVEG_258150	1	0	1	0	0	0	1	
S7UWV2	S7UWV2_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGGT1_225940	TGGT1_225940,TGVEG_225940	1	0	1	0	0	0	1	
S7UUX1	S7UUX1_TOXGO	Putative transmembrane protein (Uncharacterized protein)	Toxoplasma gondii	TGGT1_205030	TGVEG_205030,TGME49_205030,TGGT1_205030	1	0	1	0	0	0	1	
B9PY06	B9PY06_TOXGO	Endonuclease/exonuclease/phosphatase family protein (Inositol phosphatase, putative)	Toxoplasma gondii	NA	TGRH88_018480,TgIa.2040c	1	0	1	0	0	0	1	
S8EYF4	S8EYF4_TOXGM	Alpha-1,4 glucan phosphorylase	Toxoplasma gondii	NA	TGME49_310670	1	0	1	0	0	0	1	
B9QNW9	B9QNW9_TOXGO	Microtubule associated protein SPM1	Toxoplasma gondii	BN1205_049400	TGVEG_263520	1	0	1	0	0	0	1	
B9QR24	B9QR24_TOXGO	Prostaglandin-E synthase (EC 5.3.99.3)	Toxoplasma gondii	BN1205_041360	TGVEG_304660	1	0	1	0	0	0	1	
V5AYC1	V5AYC1_TOXGO	Putative polyubiquitin UbC	Toxoplasma gondii	TGVEG_219820	TGVEG_219820	1	0	1	0	0	0	1	
B9QP57	B9QP57_TOXGO	Rab 5	Toxoplasma gondii	BN1205_109320	TGVEG_267810	1	0	1	0	0	0	1	
B6KJQ3	B6KJQ3_TOXGO	DnaJ domain-containing protein	Toxoplasma gondii	BN1205_023720	TGVEG_232050,TGME49_232050	1	0	1	0	0	0	1	
B9PSZ9	B9PSZ9_TOXGO	ATP synthase F1, delta subunit protein	Toxoplasma gondii	BN1205_032460	TGVEG_284540,TGME49_284540,TGGT1_284540	1	0	1	0	0	0	1	
B6KC84	B6KC84_TOXGO	Myosin D	Toxoplasma gondii	BN1205_049730	TGVEG_263180,TGME49_263180,TGGT1_263180	1	0	1	0	0	0	1	
S8F8Q1	S8F8Q1_TOXGM	Alveolin domain containing intermediate filament IMC6	Toxoplasma gondii	IMC6	TGME49_220270,IMC6	2	0	2	0	0	0	2	
V4ZCJ4	V4ZCJ4_TOXGO	Uncharacterized protein	Toxoplasma gondii	TGVEG_244105	TGVEG_244105	1	0	1	0	0	0	1	
Q8MPF6	Q8MPF6_TOXGO	Eukaryotic translation initiation factor 5A	Toxoplasma gondii	eIF5A2	TGRH88_064660,eIF5A2	1	0	1	0	0	0	1	
S7UYE2	S7UYE2_TOXGO	Ribosomal protein RPL27 (Fragment)	Toxoplasma gondii	TGGT1_262690	TGVEG_262690,TGGT1_262690	1	0	1	0	0	0	1	
